# Pg [torr], Vb [V], L [m], Miss% [%], Sput% [%], SputY [-]
9.999999999999999547e-07,2.100000000000000000e+03,1.919999999999999929e+01,2.440299999999999869e+01,6.911119999999999663e+01,9.142055901689219999e-01
1.000000000000000082e-05,6.000000000000000000e+02,1.499999999999999944e-01,2.611799999999999677e+00,2.116109999999999758e+01,2.172860777794435039e-01
1.000000000000000082e-05,6.000000000000000000e+02,2.999999999999999889e-01,5.150999999999999801e+00,2.068200000000000216e+01,2.180518508365928976e-01
1.000000000000000082e-05,6.000000000000000000e+02,5.999999999999999778e-01,1.010519999999999996e+01,1.953079999999999927e+01,2.172628450143946066e-01
1.000000000000000082e-05,6.000000000000000000e+02,1.199999999999999956e+00,1.915259999999999962e+01,1.737069999999999936e+01,2.148578680328619150e-01
1.000000000000000082e-05,6.000000000000000000e+02,2.399999999999999911e+00,3.459590000000000032e+01,1.379009999999999891e+01,2.108445800798420811e-01
1.000000000000000082e-05,6.000000000000000000e+02,4.799999999999999822e+00,5.729149999999999210e+01,8.733100000000000307e+00,2.044815434866595616e-01
1.000000000000000082e-05,6.000000000000000000e+02,9.599999999999999645e+00,8.187890000000000157e+01,3.528000000000000025e+00,1.946901678154195903e-01
1.000000000000000082e-05,6.000000000000000000e+02,1.919999999999999929e+01,9.679779999999999518e+01,5.662999999999999146e-01,1.768471675722940450e-01
1.000000000000000082e-05,9.000000000000000000e+02,1.499999999999999944e-01,2.497100000000000097e+00,3.410549999999999926e+01,3.497895960017599615e-01
1.000000000000000082e-05,9.000000000000000000e+02,2.999999999999999889e-01,4.875499999999999723e+00,3.320069999999999766e+01,3.490236479560996363e-01
1.000000000000000082e-05,9.000000000000000000e+02,5.999999999999999778e-01,9.518399999999999750e+00,3.138020000000000209e+01,3.468130537037364403e-01
1.000000000000000082e-05,9.000000000000000000e+02,1.199999999999999956e+00,1.815150000000000219e+01,2.812660000000000338e+01,3.436422170229143092e-01
1.000000000000000082e-05,9.000000000000000000e+02,2.399999999999999911e+00,3.297480000000000189e+01,2.274650000000000105e+01,3.393723554722701263e-01
1.000000000000000082e-05,9.000000000000000000e+02,4.799999999999999822e+00,5.507880000000000820e+01,1.479060000000000130e+01,3.292565648290785019e-01
1.000000000000000082e-05,9.000000000000000000e+02,9.599999999999999645e+00,8.007349999999999568e+01,6.262700000000000600e+00,3.142900158080947359e-01
1.000000000000000082e-05,9.000000000000000000e+02,1.919999999999999929e+01,9.607160000000000366e+01,1.163999999999999924e+00,2.963038387129620088e-01
1.000000000000000082e-05,1.200000000000000000e+03,1.499999999999999944e-01,2.350000000000000089e+00,4.771490000000000009e+01,4.886318484383000427e-01
1.000000000000000082e-05,1.200000000000000000e+03,2.999999999999999889e-01,4.673799999999999955e+00,4.640090000000000003e+01,4.867591491111572521e-01
1.000000000000000082e-05,1.200000000000000000e+03,5.999999999999999778e-01,9.166399999999999437e+00,4.400150000000000006e+01,4.844187613394162484e-01
1.000000000000000082e-05,1.200000000000000000e+03,1.199999999999999956e+00,1.736370000000000147e+01,3.977609999999999957e+01,4.813393145627284930e-01
1.000000000000000082e-05,1.200000000000000000e+03,2.399999999999999911e+00,3.176800000000000068e+01,3.228369999999999607e+01,4.731460311877125346e-01
1.000000000000000082e-05,1.200000000000000000e+03,4.799999999999999822e+00,5.365339999999999776e+01,2.128539999999999921e+01,4.592656203475551369e-01
1.000000000000000082e-05,1.200000000000000000e+03,9.599999999999999645e+00,7.858599999999999852e+01,9.433299999999999130e+00,4.405202204165499236e-01
1.000000000000000082e-05,1.200000000000000000e+03,1.919999999999999929e+01,9.550999999999999091e+01,1.854400000000000048e+00,4.130066815144766146e-01
1.000000000000000082e-05,1.500000000000000000e+03,1.499999999999999944e-01,2.259199999999999875e+00,6.179639999999999844e+01,6.322477409638553869e-01
1.000000000000000082e-05,1.500000000000000000e+03,2.999999999999999889e-01,4.509100000000000108e+00,6.028849999999999909e+01,6.313533540892378726e-01
1.000000000000000082e-05,1.500000000000000000e+03,5.999999999999999778e-01,8.760999999999999233e+00,5.729910000000000281e+01,6.280110479071450147e-01
1.000000000000000082e-05,1.500000000000000000e+03,1.199999999999999956e+00,1.684730000000000061e+01,5.185969999999999658e+01,6.236682633275888454e-01
1.000000000000000082e-05,1.500000000000000000e+03,2.399999999999999911e+00,3.091590000000000060e+01,4.243160000000000309e+01,6.142021101816481643e-01
1.000000000000000082e-05,1.500000000000000000e+03,4.799999999999999822e+00,5.234419999999999362e+01,2.845530000000000115e+01,5.971004578666185836e-01
1.000000000000000082e-05,1.500000000000000000e+03,9.599999999999999645e+00,7.735859999999999559e+01,1.290810000000000102e+01,5.701105055341101346e-01
1.000000000000000082e-05,1.500000000000000000e+03,1.919999999999999929e+01,9.500440000000000396e+01,2.649900000000000144e+00,5.304467931779965895e-01
1.000000000000000082e-05,1.800000000000000000e+03,1.499999999999999944e-01,2.230599999999999916e+00,7.636690000000000111e+01,7.810920390224344034e-01
1.000000000000000082e-05,1.800000000000000000e+03,2.999999999999999889e-01,4.367799999999999905e+00,7.455800000000000693e+01,7.796328015040958626e-01
1.000000000000000082e-05,1.800000000000000000e+03,5.999999999999999778e-01,8.512299999999999756e+00,7.104589999999998895e+01,7.765623138410955306e-01
1.000000000000000082e-05,1.800000000000000000e+03,1.199999999999999956e+00,1.643570000000000064e+01,6.436880000000000734e+01,7.702906624000919189e-01
1.000000000000000082e-05,1.800000000000000000e+03,2.399999999999999911e+00,3.016519999999999868e+01,5.304189999999999827e+01,7.595339286430261572e-01
1.000000000000000082e-05,1.800000000000000000e+03,4.799999999999999822e+00,5.135940000000000083e+01,3.602779999999999916e+01,7.406939881498172396e-01
1.000000000000000082e-05,1.800000000000000000e+03,9.599999999999999645e+00,7.636579999999999302e+01,1.670990000000000109e+01,7.070220274009697548e-01
1.000000000000000082e-05,1.800000000000000000e+03,1.919999999999999929e+01,9.453789999999999338e+01,3.618999999999999773e+00,6.625656798667178826e-01
1.000000000000000082e-05,2.100000000000000000e+03,1.499999999999999944e-01,2.168800000000000061e+00,9.133099999999998886e+01,9.335569838660877640e-01
1.000000000000000082e-05,2.100000000000000000e+03,2.999999999999999889e-01,4.252600000000000158e+00,8.921030000000000371e+01,9.317255612162836931e-01
1.000000000000000082e-05,2.100000000000000000e+03,5.999999999999999778e-01,8.261599999999999611e+00,8.516249999999999432e+01,9.283190027295004088e-01
1.000000000000000082e-05,2.100000000000000000e+03,1.199999999999999956e+00,1.603430000000000177e+01,7.736350000000000193e+01,9.213702738141884563e-01
1.000000000000000082e-05,2.100000000000000000e+03,2.399999999999999911e+00,2.955120000000000147e+01,6.404990000000000805e+01,9.091694961447178702e-01
1.000000000000000082e-05,2.100000000000000000e+03,4.799999999999999822e+00,5.049620000000000175e+01,4.378460000000000463e+01,8.844694750706005859e-01
1.000000000000000082e-05,2.100000000000000000e+03,9.599999999999999645e+00,7.559890000000000043e+01,2.065559999999999974e+01,8.465028215941085010e-01
1.000000000000000082e-05,2.100000000000000000e+03,1.919999999999999929e+01,9.415279999999999916e+01,4.638899999999999579e+00,7.933540840060199217e-01
1.000000000000000048e-04,6.000000000000000000e+02,1.499999999999999944e-01,2.330560000000000187e+01,1.632600000000000051e+01,2.128708223807735667e-01
1.000000000000000048e-04,6.000000000000000000e+02,2.999999999999999889e-01,4.105790000000000362e+01,1.235749999999999993e+01,2.096548986208499610e-01
1.000000000000000048e-04,6.000000000000000000e+02,5.999999999999999778e-01,6.552110000000000412e+01,6.962699999999999889e+00,2.019408971863951574e-01
1.000000000000000048e-04,6.000000000000000000e+02,1.199999999999999956e+00,8.824360000000000070e+01,2.248499999999999943e+00,1.912575278146371460e-01
1.000000000000000048e-04,6.000000000000000000e+02,2.399999999999999911e+00,9.865730000000000643e+01,2.468000000000000194e-01,1.838087435763759714e-01
1.000000000000000048e-04,6.000000000000000000e+02,4.799999999999999822e+00,9.998290000000000077e+01,2.200000000000000133e-03,1.286549707602339110e-01
1.000000000000000048e-04,6.000000000000000000e+02,9.599999999999999645e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000048e-04,6.000000000000000000e+02,1.919999999999999929e+01,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000048e-04,9.000000000000000000e+02,1.499999999999999944e-01,2.211420000000000030e+01,2.673010000000000019e+01,3.431960639808540048e-01
1.000000000000000048e-04,9.000000000000000000e+02,2.999999999999999889e-01,3.939659999999999940e+01,2.032549999999999812e+01,3.353854734222832534e-01
1.000000000000000048e-04,9.000000000000000000e+02,5.999999999999999778e-01,6.333010000000000161e+01,1.188710000000000022e+01,3.241650509000569835e-01
1.000000000000000048e-04,9.000000000000000000e+02,1.199999999999999956e+00,8.665630000000000166e+01,4.092699999999999783e+00,3.067140298417980193e-01
1.000000000000000048e-04,9.000000000000000000e+02,2.399999999999999911e+00,9.827339999999999520e+01,5.004999999999999449e-01,2.898760569906174145e-01
1.000000000000000048e-04,9.000000000000000000e+02,4.799999999999999822e+00,9.997429999999999950e+01,6.600000000000000831e-03,2.568093385214007540e-01
1.000000000000000048e-04,9.000000000000000000e+02,9.599999999999999645e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000048e-04,9.000000000000000000e+02,1.919999999999999929e+01,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000048e-04,1.200000000000000000e+03,1.499999999999999944e-01,2.130269999999999797e+01,3.763320000000000221e+01,4.782019205233216663e-01
1.000000000000000048e-04,1.200000000000000000e+03,2.999999999999999889e-01,3.797370000000000090e+01,2.915869999999999962e+01,4.701021985835041050e-01
1.000000000000000048e-04,1.200000000000000000e+03,5.999999999999999778e-01,6.161509999999999820e+01,1.744590000000000174e+01,4.544990347766960648e-01
1.000000000000000048e-04,1.200000000000000000e+03,1.199999999999999956e+00,8.546790000000000020e+01,6.241399999999999615e+00,4.294905760351222512e-01
1.000000000000000048e-04,1.200000000000000000e+03,2.399999999999999911e+00,9.796470000000000766e+01,8.068000000000000727e-01,3.964034786026630064e-01
1.000000000000000048e-04,1.200000000000000000e+03,4.799999999999999822e+00,9.995869999999999322e+01,1.499999999999999944e-02,3.631961259079903304e-01
1.000000000000000048e-04,1.200000000000000000e+03,9.599999999999999645e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000048e-04,1.200000000000000000e+03,1.919999999999999929e+01,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000048e-04,1.500000000000000000e+03,1.499999999999999944e-01,2.056840000000000046e+01,4.935949999999999704e+01,6.214088599499443255e-01
1.000000000000000048e-04,1.500000000000000000e+03,2.999999999999999889e-01,3.705490000000000350e+01,3.844350000000000023e+01,6.107465076709703844e-01
1.000000000000000048e-04,1.500000000000000000e+03,5.999999999999999778e-01,6.042650000000000432e+01,2.336240000000000094e+01,5.903546565251999168e-01
1.000000000000000048e-04,1.500000000000000000e+03,1.199999999999999956e+00,8.451640000000000441e+01,8.659799999999998832e+00,5.592885375494071054e-01
1.000000000000000048e-04,1.500000000000000000e+03,2.399999999999999911e+00,9.762080000000000268e+01,1.235899999999999999e+00,5.194603227975790327e-01
1.000000000000000048e-04,1.500000000000000000e+03,4.799999999999999822e+00,9.994559999999999889e+01,2.610000000000000167e-02,4.797794117647058987e-01
1.000000000000000048e-04,1.500000000000000000e+03,9.599999999999999645e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000048e-04,1.500000000000000000e+03,1.919999999999999929e+01,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000048e-04,1.800000000000000000e+03,1.499999999999999944e-01,2.011499999999999844e+01,6.131009999999999849e+01,7.674795017838141886e-01
1.000000000000000048e-04,1.800000000000000000e+03,2.999999999999999889e-01,3.622800000000000153e+01,4.808259999999999934e+01,7.539766668757448276e-01
1.000000000000000048e-04,1.800000000000000000e+03,5.999999999999999778e-01,5.939520000000000266e+01,2.966639999999999944e+01,7.306131294822286737e-01
1.000000000000000048e-04,1.800000000000000000e+03,1.199999999999999956e+00,8.364459999999999695e+01,1.136309999999999931e+01,6.947613632194871158e-01
1.000000000000000048e-04,1.800000000000000000e+03,2.399999999999999911e+00,9.737680000000000291e+01,1.693400000000000016e+00,6.455474229948154896e-01
1.000000000000000048e-04,1.800000000000000000e+03,4.799999999999999822e+00,9.993720000000000425e+01,3.640000000000000180e-02,5.796178343949044409e-01
1.000000000000000048e-04,1.800000000000000000e+03,9.599999999999999645e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000048e-04,1.800000000000000000e+03,1.919999999999999929e+01,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000048e-04,2.100000000000000000e+03,1.499999999999999944e-01,1.968199999999999861e+01,7.376970000000000027e+01,9.184703304365148258e-01
1.000000000000000048e-04,2.100000000000000000e+03,2.999999999999999889e-01,3.550549999999999784e+01,5.821239999999999526e+01,9.025947949049919483e-01
1.000000000000000048e-04,2.100000000000000000e+03,5.999999999999999778e-01,5.840769999999999840e+01,3.636610000000000298e+01,8.743469344085323947e-01
1.000000000000000048e-04,2.100000000000000000e+03,1.199999999999999956e+00,8.286829999999999075e+01,1.424089999999999989e+01,8.312601784995067300e-01
1.000000000000000048e-04,2.100000000000000000e+03,2.399999999999999911e+00,9.715270000000001005e+01,2.183999999999999719e+00,7.670424612791064689e-01
1.000000000000000048e-04,2.100000000000000000e+03,4.799999999999999822e+00,9.992239999999999611e+01,5.709999999999999798e-02,7.358247422680412875e-01
1.000000000000000048e-04,2.100000000000000000e+03,9.599999999999999645e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000048e-04,2.100000000000000000e+03,1.919999999999999929e+01,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,6.000000000000000000e+02,1.499999999999999944e-01,9.315850000000000364e+01,1.268599999999999950e+00,1.854271724037126479e-01
1.000000000000000021e-03,6.000000000000000000e+02,2.999999999999999889e-01,9.953910000000000480e+01,7.680000000000000715e-02,1.666305055326535167e-01
1.000000000000000021e-03,6.000000000000000000e+02,5.999999999999999778e-01,9.999790000000000134e+01,5.000000000000000104e-04,2.380952380952380820e-01
1.000000000000000021e-03,6.000000000000000000e+02,1.199999999999999956e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,6.000000000000000000e+02,2.399999999999999911e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,6.000000000000000000e+02,4.799999999999999822e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,6.000000000000000000e+02,9.599999999999999645e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,6.000000000000000000e+02,1.919999999999999929e+01,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,9.000000000000000000e+02,1.499999999999999944e-01,9.199850000000000705e+01,2.410899999999999821e+00,3.013060051240392667e-01
1.000000000000000021e-03,9.000000000000000000e+02,2.999999999999999889e-01,9.937669999999999959e+01,1.786999999999999977e-01,2.866998235199743061e-01
1.000000000000000021e-03,9.000000000000000000e+02,5.999999999999999778e-01,9.999639999999999418e+01,1.000000000000000021e-03,2.777777777777777901e-01
1.000000000000000021e-03,9.000000000000000000e+02,1.199999999999999956e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,9.000000000000000000e+02,2.399999999999999911e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,9.000000000000000000e+02,4.799999999999999822e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,9.000000000000000000e+02,9.599999999999999645e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,9.000000000000000000e+02,1.919999999999999929e+01,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,1.200000000000000000e+03,1.499999999999999944e-01,9.106950000000000500e+01,3.773000000000000131e+00,4.224847432954481619e-01
1.000000000000000021e-03,1.200000000000000000e+03,2.999999999999999889e-01,9.922579999999999245e+01,2.981999999999999651e-01,3.851717902350813572e-01
1.000000000000000021e-03,1.200000000000000000e+03,5.999999999999999778e-01,9.999550000000000693e+01,1.799999999999999951e-03,4.000000000000000222e-01
1.000000000000000021e-03,1.200000000000000000e+03,1.199999999999999956e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,1.200000000000000000e+03,2.399999999999999911e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,1.200000000000000000e+03,4.799999999999999822e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,1.200000000000000000e+03,9.599999999999999645e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,1.200000000000000000e+03,1.919999999999999929e+01,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,1.500000000000000000e+03,1.499999999999999944e-01,9.027589999999999293e+01,5.330000000000000071e+00,5.481227054431773160e-01
1.000000000000000021e-03,1.500000000000000000e+03,2.999999999999999889e-01,9.910510000000000730e+01,4.610000000000000209e-01,5.151413565761537861e-01
1.000000000000000021e-03,1.500000000000000000e+03,5.999999999999999778e-01,9.999060000000000059e+01,5.100000000000000366e-03,5.425531914893616525e-01
1.000000000000000021e-03,1.500000000000000000e+03,1.199999999999999956e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,1.500000000000000000e+03,2.399999999999999911e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,1.500000000000000000e+03,4.799999999999999822e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,1.500000000000000000e+03,9.599999999999999645e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,1.500000000000000000e+03,1.919999999999999929e+01,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,1.800000000000000000e+03,1.499999999999999944e-01,8.967119999999999891e+01,6.987000000000000099e+00,6.764580590194407828e-01
1.000000000000000021e-03,1.800000000000000000e+03,2.999999999999999889e-01,9.896359999999999957e+01,6.577999999999999403e-01,6.346970281744500619e-01
1.000000000000000021e-03,1.800000000000000000e+03,5.999999999999999778e-01,9.999080000000000723e+01,5.599999999999999943e-03,6.086956521739130821e-01
1.000000000000000021e-03,1.800000000000000000e+03,1.199999999999999956e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,1.800000000000000000e+03,2.399999999999999911e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,1.800000000000000000e+03,4.799999999999999822e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,1.800000000000000000e+03,9.599999999999999645e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,1.800000000000000000e+03,1.919999999999999929e+01,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,2.100000000000000000e+03,1.499999999999999944e-01,8.906329999999999814e+01,8.885500000000000398e+00,8.124479961962932650e-01
1.000000000000000021e-03,2.100000000000000000e+03,2.999999999999999889e-01,9.882710000000000150e+01,8.926999999999999380e-01,7.611049535339756700e-01
1.000000000000000021e-03,2.100000000000000000e+03,5.999999999999999778e-01,9.998919999999999675e+01,8.399999999999999481e-03,7.777777777777777901e-01
1.000000000000000021e-03,2.100000000000000000e+03,1.199999999999999956e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,2.100000000000000000e+03,2.399999999999999911e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,2.100000000000000000e+03,4.799999999999999822e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,2.100000000000000000e+03,9.599999999999999645e+00,1.000000000000000000e+02,0.000000000000000000e+00,nan
1.000000000000000021e-03,2.100000000000000000e+03,1.919999999999999929e+01,1.000000000000000000e+02,0.000000000000000000e+00,nan
